source_text,level,link,name,metadata
"It was only minus 28 degrees Celsius when we landed in Irkutsk. But that was cold enough to make breathing an effort - the air felt like ice as it scraped the back of my throat. Five minutes later, I needed a second pair of gloves and pulled my scarf tight over my nose and mouth. I was obviously a beginner at this.  At the petrol station, Mikhail the attendant laughed when we asked if he wasn't freezing. He'd spent the whole day outside with no more than his fur hat and a sheepskin coat for warmth. It was mid-afternoon and icicles were hanging from his moustache like Dracula's fangs. He said he never drank to stay warm - unlike many others.  Vodka There's a belief in Siberia that enough vodka will insulate you from the cold. It's been proved tragically wrong in the past few weeks. Dozens of bodies of the homeless or men walking drunkenly back from the pub were hauled out of the snowdrifts, frozen or so badly frost-bitten that many will never walk again.  The local hospital in Irkutsk is overwhelmed. Ironically, it's the burns unit that's taken all the frostbite victims - 200 of them in just two weeks in one town. Even here, icicles are hanging down on the inside of the windows, though the heating is on full power. The doctor was too busy performing amputations to talk to us.  Shortages But we could hear the screams from the operating room. They'd run out of anaesthetic after performing 60 amputations that week. The other patients could hear it too, and one girl in the corridor, clinging to her mother for support, was near to tears.  Nastya is only 16. Last week she missed her last bus home, so she walked instead - seven kilometres through the snow, in temperatures of minus 40. She had no gloves. Now her hands are bandaged and hang down uselessly. She'll find out soon if they need to be amputated.  She was far from the worst case. In one bed, Nikolai Dobtsov lay quietly staring at the ceiling. Underneath the sheets, blood was seeping through his bandages, from where his feet and hands had been amputated the day before. He was a truck driver, he explained, with a good job delivering wood - and recently there'd been a lot of demand. So he'd set out to deliver a last load upcountry. The weather forecast - just minus 25 in Irkutsk - seemed to suggest that the journey was safe. It wasn't. His truck broke down miles from anywhere, and for 6 desperate hours he fought to repair the axle. He even greased his hands for protection, and finally managed to get the truck going again. Somehow he found the strength to drive himself back and straight to hospital, but it was already too late.  I asked Nikolai what would happen to him now. He just laughed, and shrugged. Nikolai has no wife or family in Irkutsk - and invalidity benefit is a pittance. Life in an institution may be the best he can hope for, and he'll almost certainly never work again.  Resilience That incredible stoicism is everywhere. In Irkutsk at least, people seem simply to accept that winter is harsh - and this one especially so. It is without doubt the cruellest Siberian winter in living memory. Yet outdoors, everything appears to function normally - even schools re-opened as the temperature rose briefly to minus 25.  The trams and buses are back on the roads, though everyone drives slowly to avoid skidding on the layers of ice below the grit. The main street bustles with people wrapped in layers against the cold. But even indoors, the chill is inescapable. After her shift as a tram conductor, Natasha Fillipova comes home to a freezing house. She shows us the bedroom - where ice has built up on the inside walls. She scrapes it off with her fingers, but that has little effect. One night, Natasha says, she washed her hair before going to bed. When she woke up, it was frozen solid to the wall. The children are doing their homework in the bathroom - the only room warm enough to sit in. Natasha doesn't want to complain. But she is angry with the state and the architects for building shoddy houses.  The flats here are supposed to withstand up to minus 40 degrees. They don't, and her children are ill with coughs and colds. Natasha's anger is brief, and she seems faintly embarrassed about it. Siberians are used to cold weather, she explains. Here, she tells us, people prefer to rely on themselves - and the knowledge that eventually, spring will come.",С1,https://www.esl-lounge.com/student/reading/4r5-siberian-winter.php,esl_lounge,{'title': 'A Siberian Winter'}
"Three-year-old Teddy Lasry was napping yesterday in his cowboy outfit yesterday at his family's Fifth Ave. apartment when he shot up in bed screaming. A 3-foot-long black-and-white snake was coiled around his left arm and had just bitten his pinky.  ""The baby-sitter freaked out,"" said Teddy's father, David Lasry, who, along with his wife, Evelyn, was at work when the reptile showed up about 4 p.m.  The horrified nanny called 911 and the building's doorman. The doorman and two cable TV workers helped pry the snake off the boy's arm and stow it in a garbage bag, Lasry said.  Police rushed Teddy to Mount Sinai Medical Center, where his parents said he spent two hours attached to a heart monitor as a precaution in case the snake was poisonous.  It wasn't. Experts at the snakebite treatment center at Jacobi Medical Center in the Bronx, where cops took the critter, determined it was a non-venomous California king snake.  But how did it end up in Teddy's bed?  A little sleuthing determined that the serpent had escaped two weeks ago from its cage in the apartment of a doctor whose family lives four floors below the Lasrys. The apologetic owner said his son's pet snake likely traveled up the radiator pipes and into his neighbor's apartment.  ""It's a very docile, very harmless snake,"" he said. ""It's handled by our family all the time.""  Lasry, 42, a fine arts publisher, said he believed the pet was simply hungry after two weeks of cruising. Teddy's mother, Evelyn Lasry, 37, said her son seems to have gotten over his fright by thinking of himself as a hero cowboy as he rode in the back of the police cruiser to the hospital.  ""I told Teddy he's a pretty snake, a nice pet snake who got out of his cage,"" Evelyn Lasry said. ""But he asked, 'Why did he bite my finger, Mamma?' And I said, 'Because he saw that you are a big boy, Teddy, in your cowboy outfit and he got scared.'""",С1,https://www.esl-lounge.com/student/reading/4r6-snake-bites-boy.php,esl_lounge,{'title': 'Reading Comprehension - Multiple Choice: Snake Bites Boy'}
"Africa Check, a fledgling fact checking website, is attempting to pin down unfounded claims made by the country's leaders, media outlets along with widely held beliefs. There is a common claim in Johannesburg that it has the largest man-made forest in the world. It's easy to believe; the city has lush, green canopy that covers many neighborhoods. But it's not true, according to Africa Check, which found that the largest man-made forest is actually in China, next to the Gobi desert. Debunking bogus claims, politically charged fictions and unfounded statements, Africa Check is a website that challenges media, politicians and the occasional social media celebrity when they massage the truth, or ignore it completely, said Julian Rademeyer, southern Africa editor for the site. ""I think the fundamental element of our work is that we are trying to get people to question what they're told, what they read, what politicians say to them, and to look at what the information that is there and ask essentially what the fundamental question is 'Where is the evidence?' If someone makes a claim, where is the evidence to support that claim, and to actually interrogate those claims and not to accept things purely for what they are,"" Rademeyer said. Africa Check was launched in June 2012 by the Agence France Press foundation in partnership with the University of Witswaterand's journalism department. Rademeyer and a researcher are the site's two full-time employees. There is also a team of freelance reporters who work on fact checking assignments. Following in the footsteps of popular American websites like PolitiFact and Factcheck.org, Africa Check is the first media outlet in South Africa to solely work in fact checking. South Africa has a strong legacy of investigative journalism and photography that dates back to the apartheid era. But like many countries, Rademeyer says its news industry has been hampered by shrinking budgets and newsrooms. ""Because of the fact that newspapers don't have the resources they would've had in the past, or don't have specialist beat reporters,"" he said. ""It allows public figures and it allows politicians to make claims that don't go checked. I think that's where we play a role. We come in and look at those claims and we have the ability and the time to go through those claims."" Paula Fray, former editor for the Star Newspaper and a media consultant, says Africa Check may put a much-needed pressure on newsrooms. ""At the moment Africa Check is not known as much as I'm hoping as it going to be known,"" she said. ""I'm hoping that eventually journalists will be writing their stories and thinking if my news editor doesn't pick up that something hasn't been verified, Africa Check might pick up that it hasn't been verified. So I'm not going to put anything in my stories unless I can prove it."" She also hopes it will create a greater culture of accountability. ""I think the more organizations out there holding journalism to account the better actually for the industry,"" Fray said. The site also takes on myths that get repeated so often that they go unchecked. When a South African musician with 175,000 Facebook followers made the claim that white South Africans are being killed at an alarming rate, Africa Check looked into the facts. It found that most of the musician's claims were exaggerated or untrue. The site has also debunked claims made about traditional healers, South Africa's rate of asylum seekers and a BBC report about white squatter camps in South Africa. Long term, Rademeyer envisions the site expanding across the continent. ""I really do think as a project it could play a very important role,"" he said. ""We've done some very basic fact checking or fact sheet-related reporting on elements of the elections in Zimbabwe recently. We'd obviously like to do more of that in the next elections in Zimbabwe, for instance, and elections in neighboring countries. And try to expand our reach."" With presidential elections looming next year in South Africa, Botswana, Mozambique and Namibia, the site will be busy.",С1,https://www.esl-lounge.com/student/reading/4r65-advanced-reading-new-website.php,esl_lounge,{'title': 'New Fact Checking Website Arrives'}
"The couple banished from the hit ""reality"" series ""Temptation Island"" because they are parents of a young child have sued the production company and Fox-TV for defamation, claiming that producers knew about the toddler all along.  Ytossie Patterson and Taheed Watson claim in their Los Angeles Superior Court lawsuit that producers edited an episode of the hit show to make it appear that they had concealed their status as parents and then chastised them on the air in an ""extremely condescending and humiliating manner.""  A spokeswoman for Rocket Science Laboratories, the show's producers, referred calls regarding the lawsuit, which was filed on Wednesday, to Fox, which said it would have a statement ""later in the day.""  Patterson, 34, and Watson, 29, were among four couples sent last season to an island off Belize in the Caribbean to film ""Temptation Island,"" which separates the partners and sets each person up on dates with attractive singles to see who will cheat.  Patterson and Watson were booted off the show midway through the season after the network said it had discovered that they had a two-year-old child together, making their further participation inappropriate.  The couple claims in their lawsuit, which seeks unspecified damages, that they revealed the existence of their child when asked during preliminary interviews with Rocket Science and were told that that was ""the wrong answer.""  Patterson and Watson claim that ""Temptation Island"" producers decided that it would boost the show's ratings if the child's existence were suddenly revealed during a broadcast.  During that broadcast, the couple claims, hours of conversation between them and producers was edited and ""manipulated"" to create a false impression that they had kept their child secret.  ""The footage was edited to exclude plaintiffs' responses to the producers questions and falsely portrayed plaintiffs as mischievous and immoral (and that) they had in fact concealed the existence of their own child and that they had nothing to say about it in the face of this disgraceful tongue-lashing,"" the lawsuit claims.",C1,https://www.esl-lounge.com/student/reading/4r2-couple-sue-tv.php,esl_lounge,{'title': 'Couple Sue TV Station'}
"An Ipswich mother, who allowed her son to go on holiday during school term, has been fined £400 after her son repeatedly refused to go to school. The 36-year-old mother, who can not be named for legal reasons, appeared before South East Suffolk Magistrates Court yesterday where magistrates heard her 14-year-old son was currently on holiday in Spain. She told that court: ""He just does not like going to school. Although he is getting better now and seems to be enjoying it."" The boy has had 145 unauthorised absences between October 15 last year and March 22 this year. His absences were blamed on a late-night life style. The mother has been attending parenting classes voluntarily and told the court that she thought they were helping her. Out of the last eight school sessions - there are two a day - he has attended five. Chairman of the bench David Coe asked her if she thought she could get her son to school in future. ""Yes I think I can with some help,"" she said. She told the court that he was on holiday during the time other pupils were doing work experience because he had not been given a place. On sentencing Mr Coe said: ""He is not in school and then he disappears on holiday. We would expect the local authority to bring this back to court quickly if there are further problems."" She was fined £400 and ordered to pay £50. Yesterday's case is the second to be dealt with by south east Suffolk magistrates recently. Last month a 37-year-old was fined £50 after her son had attended just 16 out of 182 sessions. And the cases follow national concern after Oxfordshire mother Patricia Amos was jailed for allowing her children to miss school. She was originally sentenced to 60 days' jail, but this was reduced on appeal.",C1,https://www.esl-lounge.com/student/reading/4r3-mother-fined.php,esl_lounge,{'title': 'Mother Fined For Son's Absences.'}
"A Hermosa Beach man who cried for forgiveness five years ago before a judge sentenced him for the drunken-driving killing of a Lawndale man was shot in a San Luis Obispo prison when he attacked a guard and tried to escape, authorities said Wednesday.  Scott Brockman, 33, taken from the medium-security California Men's Colony to a San Luis Obispo medical clinic for an X-ray on Tuesday, was shot in the back by the guard when he tried to run and jump a fence, police said.  ""He started bashing on the guard and ran off,"" said San Luis Obispo police Capt. Bart Topham. ""The guard was able to get up and chase him down."" Brockman, who had previously been convicted of drunken driving, was sentenced Nov. 19, 1997, in Torrance Superior Court to 14 years in prison following his guilty plea to voluntary manslaughter charges in the death of 27-year-old Jeffrey Dodley.  On Aug. 27, 1996, a drunken Brockman sideswiped a car on Hawthorne Boulevard, ran red lights in an escape attempt, and slammed into the back of Dodley's 1984 Nissan 200SX at Manhattan Beach Boulevard in Lawndale.  The Nissan exploded into a fireball, enveloping the trapped or unconscious Dodley.  Dodley, a teacher's assistant at a Lawndale elementary school who was starting a basketball league for children, died on his way back from a video store.  ""These last months (in jail), I cried out to God, asking why he didn't take me instead of your son,"" Brockman cried at his sentencing.  Brockman was one of two inmates taken Tuesday to the Raytel Medical Imaging office for X-rays. Lt. Larry Vizard, spokesman for the San Luis Obispo prison, said Brockman punched one of two corrections officers in the face and escaped out the back door of the building. The officer chased him, ordered him to stop and fired two shots.  One struck Brockman in the back and exited his abdomen without hitting any vital organs. He was treated at a hospital and returned to prison Wednesday.  Brockman, who had to serve nearly 12 years of his sentence before he is eligible for parole, now could be charged with battery on a peace officer and attempted escape with force.",C1,https://www.esl-lounge.com/student/reading/4r4-prisoner-shot.php,esl_lounge,{'title': 'Prisoner Shot'}
"Fears are growing that a rickety vessel loaded with boatpeople may have sunk as it headed towards New Zealand. The fishing boat, thought to be carrying 42 asylum-seekers, left west Java three weeks ago and looked to be heading along the northern coast of Australia. The wooden boat is so unseaworthy that one report said its propeller had fallen off. Indonesian authorities tracking the suspect boat reportedly lost it from their radar screens three weeks ago. The Australian yesterday quoted an Indonesian naval officer saying it was possible the wooden vessel had sunk. The newspaper said the boat was carrying 18 men, 16 women and eight children.  It quoted the Indonesian officer as saying the boat was heading for New Zealand, but said there were also reports that it could be heading for West Timor. Other theories being put forward last night were that it had turned back, or sought shelter in a secluded bay.  A spokesman for Foreign Affairs Minister Phil Goff said there had been no word from the Indonesians and the Australians were not directly tracking the boat because it was yet to reach their territory.  ""The minister can't comment because we just don't know,"" the spokesman said.  ""It was always unlikely that it would get here.""  Australian Foreign Minister Alexander Downer said intelligence services could not yesterday confirm claims that the asylum boat had sunk.  New Zealand officials have been in contact with their Indonesian counterparts about stopping illegal immigrants before they reached international waters.  However, it was believed the chances of the vessel making the hazardous voyage to New Zealand were always slim.  The New Zealand Government this week passed a law setting out tough new fines and jail terms for people-smugglers. The law, which Prime Minister Helen Clark said was designed to protect New Zealand's borders, introduced a $500,000 fine and/or 20-year jail term for convicted people-smugglers.  The Transnational Organised Crime legislation also gives police wider search and seizure powers, allowing them to board boats once they enter New Zealand's ""contiguous zone"", 24 nautical miles off the coast.",C1,https://www.esl-lounge.com/student/reading/4r43-missing-boat.php,esl_lounge,{'title': 'Missing Refugee Boat'}
"A commuter plane had to take evasive action after a Suffolk-based US fighter jet came within 800m of colliding with it, a report revealed yesterday. The pilots of the KLM UK Fokker 50, which was carrying 37 passengers, sent it into a dive and then into a climb to avoid the US Air Force F15E Eagle from RAF Lakenheath. The incident happened as the aircraft, from Amsterdam's Schiphol Airport, was coming in to land at Teesside Airport on August 13, 2001. The two US crewmen on the F15 had been on a training exercise and were heading south to return to Lakenheath. An Air Accident Investigation Branch (AAIB) report said an air traffic controller warned the Fokker when it was approaching Teesside that a fast-moving aircraft was five miles away and closing. The turboprop plane's collision warning system sounded, prompting the 35-year-old captain to scan the horizon, where he spotted the oncoming jet. An alert saying ""Descend, descend, descend"" then sounded, and the co-pilot sent it into a dive – but seconds later, the warning system sounded again, telling the crew to climb immediately. As the F15 passed below, the captain's radar display showed it as being just 300ft below the Fokker. The captain then saw the plane moving away to his left. After the incident, which happened 35 nautical miles from Teesside, the captain asked a cabin attendant to check that no one had been injured. The report said passengers had been subjected to a force of 2G by the avoiding manoeuvre, but fortunately the 'Fasten seat belts' sign had been on at the time. The rear seat crewman of the F15, which recorded the incident with an on-board video camera, said he had seen the Fokker and estimated it was about 400ft above and would pass behind their aircraft. A report by the safety and quality section of the Manchester Air Traffic Control and Airport found that the controller managing the situation had acted correctly by not giving the Fokker any instructions, as they might have aggravated the situation. The AAIB report found that at their closest point, the two aircraft were 800m apart horizontally and 1500ft apart vertically. Had evasive action not been taken, it is believed the vertical separation of the two aircraft tracks would have been less than 100ft and the lateral separation less than 500m. There had been a previous near-miss in the same area involving a RAF Tornado and a Shorts SD-360 passenger plane in March 2000, the report added. As a result, a number of recommendations were put into force by the Civil Aviation Authority.",C1,https://www.esl-lounge.com/student/reading/4r44-near-miss.php,esl_lounge,{'title': 'Aviation Near Miss'}
"A nagging wife paid off big-time for a New Jersey man, who won $100,000 a year for life in the lottery thanks to his insistent spouse. Jeweler Rasen Patel was dead-set against going to work in Manhattan on March 5 because of bad weather. But his wife, Hina, insisted he go - and he picked up a New York State Lottery instant ticket on his way in. A few scratches of a coin later, and Rasen Patel was screaming with joy. Forecasters had predicted a big blizzard for that day, but the snowfall was light. And that prompted Hina Patel, an accountant, to push her husband to make his usual commute from their home in Edison into the city. ""I wasn't going to go,"" he laughed, as he and his wife picked up their first $100,000 check at a New York Lottery office on Long Island. ""I made him go because he was supposed to collect money owed to him,"" she said.  Rasen Patel bought a ""Set for Life"" instant lottery ticket in Penn Station on a whim and ended up never making it to work that day. Holding his winning ticket, he phoned home and told his wife, ""I'm a rich guy!""  ""I said, 'What are you talking about?' I didn't believe him until he got home and showed me,"" Hina Patel said. ""I am still in shock and can't believe we won. We can now pay for our children's colleges, and we also plan to help people who aren't as fortunate."" The couple has two kids, ages 15 and 10.  They'll keep collecting as long as they live - and the lottery will pay up to $2 million to their estate in the case of their early deaths. Two other lottery winners also accepted their prizes at the same press conference.  Victoria Ragone of Port Jefferson claimed a check for $4.5 million - her take-home pay, before taxes, of a $9 million Lotto win. ""I still can't believe it - I never win anything,"" beamed Ragone, a single medical-billing worker.  She said she wasn't going to go wild with her new fortune at first, but then changed her mind. ""I am going to do something crazy but I don't know what it is . . . maybe a little nip and tuck later,"" she laughed.",C1,https://www.esl-lounge.com/student/reading/4r45-lottery-couple.php,esl_lounge,{'title': 'Couple Win Lottery'}
"Asotin County in Washington State is a beautiful place. Tucked into the south-eastern corner of this western state, the name means ""place of eels"" in the local Indian language and refers to the huge quantity of eels that are found in the county's numerous rivers and other waterways. Asotin is also the home of the A-Team, four members of the local Sheriff's department who are involved in rescue and emergency services provision in the county. While their colleagues busy themselves with illegal hunting and speeding motorists, Kevin Pate, Raul Hernandez, Bryan Grant and Lucy Pigalle have, for some seven years, been at the sharp end of incidents as varied as landslides, flash floods, highway pile ups and even a bear that ran amok in the town of Anatone. ""We are the guys they call when things go badly wrong in the county,"" explains Bryan Grant, a handsome, rugged Oregonian who, at 31, is the ""baby"" of the A-Team. ""We used to be called the ""Asotin Alert Team"" which became the 'AA Team' but we changed it because we didn't want to be thought of as alcoholics!"" Forces of Nature I asked the four members of the A-Team, gathered for this interview in the Sheriff's Office canteen, what caused them most problems. Was it drunken drivers or the wildlife this region of Washington State is famous for? ""I would say it was undoubtedly Mother Nature,"" says Raul Hernandez. ""Just last week, we rescued a guy out of his car that had been swept away by a flash flood on the George Creek. His car was sinking fast but we managed to get the door open and the driver was able to swim to the shore. Unfortunately, he was driving with his Labrador dog and we couldn't save the dog in time."" Kevin Pate, 48 years old and the senior member of the rescue crew, agrees. ""We get some extreme weather in this part of the state. We've had everything from earthquakes to tornadoes."" Forest fires are also a big killer. Last summer, a large stretch of the Umatilla National Forest, which is situated in the west of the county, went up in smoke. Kevin continues. ""The firefighters succeeded in controlling the blaze and we were involved in rescue missions. A lot of picnickers and the like got caught up in the fire and many of them couldn't get out as they were more or less surrounded by towering flames in a gusting wind."" Part of the Job Lucy Pigalle, 36, recalls the Umatilla fires. ""Many people are just convinced that these things won't reach out and touch them. Until it's too late, that is. This one family of four was trapped in a picnic area with a wall of fire surrounding them. They couldn't get out at all. We managed to beat a path into the area and were able to get them out with about five minutes to spare. It was terrifying. Tragically, that day, four out-of-state visitors perished in the Umatilla National Forest."" Bryan Grant sums up the thoughts of the rest of the group when he states that, ""you get to see tragedy and death as part of the job. You almost become desensitized to it. You can't save everybody. You just have to remember all the people you managed to save!"" I left Asotin with a reassuring feeling that my safety, should tragedy strike, would be in the hands of these competent, brave individuals who would combat hell and high water to save me.",C1,https://www.esl-lounge.com/student/reading/4r53-who-you-gonna-call.php,esl_lounge,{'title': 'Who You Gonna Call?'}
